Index,LengthOfURL,LengthOfDomain,ObfuscationRate,CharacterProbabilityInURL,LengthOfTLD,ContainsObfuscation,CharacterContinuityRate,CountOfSubdomains,LetterCountInURL,IsDomainAnIP,NumberOfiFrames,CountOfObfuscatedChars,TopLevelDomain,LegitimacyProbabilityOfTLD,Target
43672,,23.0,0.0,0.057127427,3.0,,1.0,,17.0,0.0,0.0,,com,,1
41831,21.0,14.0,0.0,0.053883912,,,0.571428571,,7.0,0.0,0.0,0.0,,0.0008953,1
20152,28.0,21.0,0.0,0.062350006,3.0,0.0,1.0,1.0,15.0,0.0,,0.0,com,0.5229071,1
12015,43.0,34.0,0.0,0.057397825,2.0,,0.580645161,1.0,30.0,,0.0,0.0,co,0.0059772,0
41107,23.0,16.0,0.0,0.065039108,,0.0,0.777777778,2.0,,0.0,3.0,,jp,0.0230451,1
1728,,17.0,0.0,0.063025215,2.0,0.0,1.0,1.0,11.0,0.0,3.0,0.0,io,0.0129268,1
20346,29.0,22.0,0.0,0.065168594,,0.0,,1.0,16.0,,1.0,0.0,nl,0.0082003,1
37020,,19.0,,,,0.0,1.0,1.0,,0.0,,0.0,com,,0
4331,25.0,18.0,0.0,0.071204037,3.0,0.0,1.0,1.0,12.0,0.0,,,com,0.5229071,1
35720,56.0,47.0,0.0,0.026505755,,0.0,,2.0,19.0,,0.0,0.0,co,0.0059772,0
10230,34.0,,,0.043095273,,0.0,,0.0,19.0,0.0,0.0,0.0,,,0
5841,31.0,,0.0,0.059071147,3.0,0.0,1.0,,18.0,0.0,19.0,0.0,com,0.5229071,1
54548,,15.0,0.0,0.040327932,2.0,0.0,0.625,2.0,8.0,0.0,0.0,0.0,,0.0326503,1
31427,76.0,28.0,0.0,0.04683208,3.0,0.0,0.833333333,,,0.0,,0.0,,0.5229071,0
35824,28.0,,,0.068735195,3.0,0.0,0.615384615,,14.0,0.0,0.0,0.0,com,0.5229071,1
48746,26.0,,0.0,0.055040159,3.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,com,0.5229071,1
13527,25.0,18.0,,0.066822436,3.0,0.0,1.0,1.0,12.0,0.0,,0.0,com,,1
5311,28.0,21.0,0.0,0.055392447,3.0,,1.0,1.0,,0.0,,,com,0.5229071,1
17849,,16.0,0.0,0.03931599,3.0,0.0,0.583333333,1.0,18.0,0.0,,0.0,com,,0
18453,27.0,20.0,,0.053936232,2.0,0.0,1.0,,14.0,,,0.0,ru,0.0180132,1
26855,27.0,20.0,0.0,,3.0,0.0,1.0,1.0,14.0,,,,com,0.5229071,1
50566,23.0,16.0,0.0,0.05158344,3.0,0.0,1.0,,10.0,0.0,3.0,0.0,,0.5229071,1
28971,22.0,15.0,,0.067689307,,0.0,0.625,2.0,8.0,0.0,7.0,0.0,tw,0.0021745,1
11370,54.0,45.0,0.0,0.05360502,3.0,0.0,0.341463415,1.0,36.0,0.0,0.0,0.0,com,0.5229071,0
32929,23.0,17.0,0.0,0.059772758,,,1.0,1.0,,0.0,,0.0,at,0.0038776,0
20198,32.0,,,0.05828863,3.0,0.0,,,19.0,0.0,0.0,0.0,,0.0799628,0
6729,18.0,11.0,0.0,0.048322949,,0.0,1.0,1.0,,0.0,,0.0,ch,,1
20600,18.0,,0.0,0.055029178,,0.0,1.0,1.0,5.0,0.0,,0.0,org,0.0799628,1
47788,,22.0,0.0,,2.0,,1.0,1.0,16.0,0.0,0.0,0.0,,0.0129268,1
29688,52.0,32.0,0.0,0.048308573,3.0,0.0,0.642857143,1.0,37.0,0.0,0.0,0.0,com,0.5229071,0
44754,,16.0,,0.05596591,,0.0,1.0,1.0,10.0,,0.0,,ca,0.0101825,1
40195,67.0,7.0,0.0,0.031530087,2.0,0.0,1.0,0.0,49.0,0.0,0.0,0.0,,0.0129268,0
24526,24.0,18.0,0.0,,,0.0,1.0,1.0,12.0,0.0,,0.0,com,0.5229071,0
40784,33.0,24.0,,,3.0,0.0,0.65,,,0.0,0.0,0.0,com,0.5229071,0
31539,32.0,25.0,0.0,0.05370241,3.0,,1.0,1.0,19.0,0.0,,0.0,,0.5229071,1
14026,22.0,15.0,0.0,0.055227226,3.0,0.0,0.857142857,1.0,,0.0,0.0,0.0,com,0.5229071,1
25477,,24.0,0.0,0.062653259,3.0,0.0,0.5625,2.0,18.0,,0.0,0.0,com,0.5229071,0
45553,29.0,22.0,0.0,,2.0,0.0,0.8,2.0,15.0,,,0.0,,0.0003682,0
29696,,,,0.055856187,,0.0,1.0,1.0,17.0,0.0,19.0,0.0,com,0.5229071,1
20958,23.0,16.0,,,3.0,0.0,1.0,1.0,,,0.0,0.0,org,0.0799628,1
35531,17.0,11.0,0.0,0.067019588,2.0,0.0,1.0,1.0,5.0,,0.0,,ru,0.0180132,0
53308,,16.0,0.0,0.041038439,,0.0,1.0,0.0,115.0,0.0,0.0,,com,0.5229071,0
54323,28.0,21.0,0.0,0.063894471,3.0,0.0,0.615384615,,14.0,0.0,1.0,0.0,com,0.5229071,1
23038,,16.0,0.0,,3.0,,,1.0,10.0,0.0,0.0,0.0,com,0.5229071,0
3088,23.0,16.0,0.0,0.056042194,3.0,0.0,,1.0,9.0,0.0,,0.0,com,0.5229071,1
4327,26.0,,0.0,,,0.0,1.0,1.0,13.0,0.0,1.0,0.0,com,0.5229071,1
541,21.0,14.0,0.0,0.056482427,,0.0,1.0,1.0,8.0,0.0,2.0,0.0,edu,,1
7341,50.0,44.0,0.0,0.057026185,,0.0,0.305555556,3.0,31.0,0.0,0.0,,com,0.5229071,0
52508,48.0,41.0,,0.023413029,2.0,,0.294117647,1.0,18.0,0.0,0.0,,ws,0.0003477,0
17802,,14.0,,,2.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,co,0.0059772,0
46982,,19.0,0.0,0.06276907,3.0,0.0,1.0,1.0,13.0,,2.0,0.0,com,0.5229071,1
1751,28.0,21.0,0.0,0.066355295,3.0,0.0,1.0,1.0,15.0,0.0,,0.0,com,0.5229071,1
22394,26.0,19.0,,0.061137484,3.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,com,0.5229071,1
3897,20.0,13.0,,,,0.0,1.0,1.0,8.0,0.0,0.0,0.0,com,0.5229071,0
20564,19.0,12.0,0.0,0.070071348,3.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,,,1
28580,27.0,,0.0,0.058352138,3.0,,,1.0,15.0,0.0,0.0,0.0,,0.5229071,0
26709,22.0,15.0,0.0,0.061396967,,,1.0,1.0,,,,0.0,com,0.5229071,1
18625,,11.0,0.0,,3.0,,1.0,1.0,5.0,0.0,0.0,0.0,com,0.5229071,1
23943,,,0.0,0.032941062,,0.0,0.733333333,0.0,67.0,0.0,0.0,0.0,com,0.5229071,0
33469,,19.0,0.0,0.048741522,2.0,0.0,1.0,1.0,13.0,,,0.0,dk,0.0022943,1
54184,24.0,17.0,0.0,,3.0,0.0,1.0,,,,3.0,,com,0.5229071,1
20825,22.0,15.0,0.0,0.064104823,3.0,0.0,,1.0,9.0,0.0,1.0,0.0,,0.5229071,1
50744,,13.0,0.0,0.040998016,3.0,0.0,0.8,1.0,5.0,,0.0,0.0,,0.5229071,0
28,19.0,12.0,0.0,0.03684609,,0.0,,1.0,,0.0,0.0,0.0,sk,0.0009815,1
46373,17.0,10.0,0.0,0.034703972,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,de,0.0326503,1
45515,24.0,17.0,0.0,0.07168709,2.0,0.0,0.7,2.0,10.0,0.0,,0.0,au,0.0100856,1
9335,22.0,15.0,0.0,0.054352262,,0.0,1.0,1.0,9.0,,0.0,0.0,io,0.0129268,1
303,24.0,17.0,0.0,0.068962716,3.0,0.0,0.666666667,1.0,10.0,0.0,1.0,0.0,,,1
12097,28.0,,0.0,0.06419009,3.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,com,0.5229071,1
32710,17.0,10.0,0.0,0.062430968,3.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,,0.5229071,0
6582,,,,0.05374125,3.0,,1.0,1.0,,,0.0,0.0,com,0.5229071,1
43571,,17.0,0.0,0.05422297,2.0,0.0,1.0,1.0,,0.0,,,ga,0.0002256,0
4749,33.0,25.0,0.0,0.042971587,3.0,0.0,,1.0,18.0,,0.0,0.0,app,0.001502,0
53118,33.0,25.0,0.0,,2.0,,,2.0,19.0,,0.0,0.0,,,0
817,26.0,19.0,,,3.0,,1.0,1.0,13.0,0.0,,,com,0.5229071,1
37650,20.0,13.0,0.0,0.060615731,,0.0,1.0,1.0,,0.0,0.0,0.0,com,0.5229071,1
45805,32.0,25.0,0.0,,3.0,,1.0,1.0,19.0,0.0,0.0,0.0,com,,1
26694,,17.0,0.0,0.054252328,,,,1.0,15.0,0.0,,0.0,com,,0
49136,29.0,22.0,0.0,,,,,2.0,15.0,0.0,,0.0,,,1
50757,,,0.0,0.061487168,3.0,,,1.0,18.0,,3.0,,com,0.5229071,1
40141,36.0,27.0,0.0,0.042276105,3.0,0.0,0.391304348,1.0,,,0.0,,app,0.001502,0
47552,23.0,16.0,,,,,1.0,1.0,10.0,0.0,3.0,,,,1
30002,27.0,20.0,0.0,,3.0,,1.0,1.0,14.0,0.0,0.0,0.0,org,,1
48932,56.0,,0.0,0.059130164,2.0,0.0,0.590909091,1.0,,0.0,0.0,,cl,0.0012193,0
6750,49.0,40.0,0.0,0.032756761,2.0,,0.909090909,3.0,21.0,0.0,0.0,0.0,id,0.0014653,0
6432,31.0,24.0,0.0,,3.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,com,,1
24917,22.0,,,0.058572603,,0.0,1.0,1.0,9.0,,7.0,0.0,com,0.5229071,1
22711,,17.0,0.0,0.069616705,3.0,,1.0,1.0,11.0,0.0,,0.0,com,0.5229071,1
52442,63.0,27.0,0.0,0.047125614,2.0,0.0,0.583333333,1.0,,0.0,0.0,0.0,cf,,0
12620,25.0,18.0,0.0,0.060520377,2.0,0.0,,1.0,12.0,0.0,0.0,0.0,it,0.012178,1
30515,34.0,,0.0,0.069692358,3.0,0.0,,,,0.0,0.0,0.0,com,0.5229071,1
14605,,34.0,0.0,0.058919908,3.0,0.0,0.466666667,1.0,28.0,0.0,,0.0,,0.5229071,0
15799,22.0,,0.0,,3.0,0.0,0.571428571,,8.0,0.0,,0.0,org,0.0799628,1
23144,23.0,,,0.06098532,3.0,0.0,1.0,1.0,11.0,0.0,,0.0,app,0.001502,0
28772,21.0,14.0,0.0,0.056838476,2.0,0.0,,,8.0,,0.0,0.0,,0.0141483,1
17642,25.0,18.0,0.0,0.058853997,2.0,0.0,0.727272727,,,0.0,,0.0,au,0.0100856,1
18191,26.0,19.0,,0.067156222,3.0,0.0,1.0,1.0,13.0,0.0,2.0,0.0,com,0.5229071,1
54303,19.0,12.0,0.0,0.054401485,3.0,0.0,,1.0,5.0,0.0,0.0,,com,0.5229071,1
6362,,19.0,0.0,0.063225037,,0.0,,1.0,,0.0,0.0,0.0,org,0.0799628,1
8087,34.0,,,,3.0,0.0,,,22.0,0.0,0.0,,com,0.5229071,0
32505,24.0,18.0,,0.039436259,3.0,0.0,0.8,1.0,10.0,,,,top,,0
14928,21.0,15.0,0.0,0.03423781,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,com,,0
44374,22.0,15.0,0.0,,3.0,0.0,1.0,1.0,9.0,0.0,,0.0,com,0.5229071,1
20004,,60.0,0.0,,3.0,0.0,0.375,,49.0,0.0,0.0,0.0,com,0.5229071,0
26682,51.0,42.0,,0.050120284,3.0,0.0,,1.0,32.0,0.0,0.0,0.0,,0.5229071,0
10316,29.0,22.0,,0.067329024,2.0,0.0,0.8,2.0,,0.0,2.0,0.0,br,0.0094423,1
22051,25.0,,0.0,0.063892355,3.0,,,1.0,,,1.0,0.0,com,0.5229071,1
840,19.0,,0.0,,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,net,0.0384199,0
35268,25.0,18.0,0.0,0.050778892,2.0,0.0,,2.0,11.0,,1.0,0.0,lb,4.8e-05,1
530,28.0,21.0,0.0,0.069212471,3.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,com,,1
6077,29.0,22.0,0.0,,3.0,0.0,1.0,1.0,16.0,0.0,0.0,0.0,org,0.0799628,1
20170,,14.0,0.0,,,0.0,1.0,1.0,8.0,0.0,,0.0,com,0.5229071,1
12233,28.0,21.0,0.0,,,,,1.0,15.0,0.0,,,,0.5229071,1
22150,40.0,34.0,0.0,0.068304057,2.0,0.0,,2.0,,0.0,,0.0,ma,0.0001699,0
38464,30.0,22.0,0.0,0.059323939,,,0.789473684,,20.0,0.0,,,co,0.0059772,0
13789,50.0,44.0,0.0,,3.0,,,1.0,,0.0,0.0,,com,0.5229071,0
4748,21.0,14.0,0.0,0.066723704,2.0,,1.0,1.0,,0.0,0.0,0.0,at,0.0038776,1
50802,,22.0,0.0,,,0.0,1.0,,16.0,0.0,,0.0,com,,1
33541,104.0,74.0,0.0,0.036886432,,0.0,0.217391304,2.0,80.0,0.0,0.0,0.0,,,0
5018,48.0,23.0,0.0,0.059843253,3.0,0.0,,,,0.0,,,com,,0
35416,,13.0,0.0,0.05385063,,0.0,1.0,1.0,7.0,0.0,4.0,,gov,0.0033282,1
634,26.0,19.0,0.0,0.066254936,,0.0,1.0,1.0,13.0,0.0,0.0,0.0,com,0.5229071,1
23709,,,0.0,0.068509566,3.0,0.0,1.0,,12.0,,0.0,,org,0.0799628,1
1356,24.0,17.0,0.0,0.059726255,3.0,0.0,1.0,1.0,11.0,0.0,3.0,0.0,org,0.0799628,1
49780,25.0,,0.0,0.0446194,2.0,0.0,0.833333333,,13.0,0.0,0.0,0.0,fr,0.0141483,0
4200,22.0,15.0,0.0,0.066643798,3.0,,1.0,,9.0,0.0,,,,0.5229071,1
7266,30.0,,0.0,0.058274355,3.0,0.0,1.0,1.0,17.0,0.0,0.0,,,0.0799628,1
54656,35.0,27.0,0.0,,,0.0,0.782608696,1.0,25.0,,0.0,,org,0.0799628,0
44341,24.0,,,,,,1.0,1.0,11.0,0.0,,0.0,com,0.5229071,1
11584,,15.0,0.0,,,0.0,0.75,2.0,8.0,0.0,0.0,0.0,jp,0.0230451,1
38967,26.0,19.0,0.0,0.058153664,3.0,0.0,1.0,1.0,13.0,0.0,0.0,,org,0.0799628,1
40068,30.0,,,0.058516205,3.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,com,0.5229071,1
23990,23.0,16.0,0.0,0.061136472,3.0,0.0,1.0,,10.0,0.0,,0.0,com,0.5229071,1
4004,,14.0,0.0,0.049004399,2.0,0.0,0.571428571,,7.0,,0.0,,,0.0094423,1
48944,22.0,15.0,0.0,,2.0,0.0,,,9.0,0.0,,0.0,fr,0.0141483,1
45894,32.0,,0.0,0.058755148,,0.0,1.0,,19.0,0.0,0.0,,org,0.0799628,1
53825,24.0,17.0,0.0,0.055922294,,0.0,0.8,2.0,10.0,0.0,,0.0,uk,0.028555,1
1198,21.0,15.0,0.0,0.071103942,3.0,0.0,,1.0,9.0,0.0,1.0,0.0,com,0.5229071,0
45045,69.0,,0.0,0.056887324,3.0,0.0,0.65,,,,0.0,,com,0.5229071,0
16009,,24.0,0.0,,,0.0,1.0,1.0,18.0,0.0,19.0,,,0.5229071,1
28253,27.0,20.0,0.0,,3.0,0.0,,,,,,,,0.5229071,1
55473,76.0,70.0,0.0,,3.0,0.0,0.274193548,2.0,57.0,0.0,0.0,,,1.22e-05,0
14886,20.0,,0.0,0.067209239,3.0,0.0,,1.0,7.0,0.0,0.0,,org,0.0799628,1
18473,,15.0,0.0,,3.0,0.0,0.571428571,,8.0,0.0,,0.0,edu,0.0115013,1
10342,35.0,28.0,0.0,0.060032015,,0.0,1.0,1.0,,0.0,0.0,,,0.0799628,1
26234,25.0,18.0,0.0,0.055749123,3.0,0.0,1.0,,,0.0,0.0,,org,0.0799628,1
3037,40.0,31.0,0.0,0.060195009,,0.0,0.555555556,1.0,29.0,0.0,0.0,0.0,com,,0
44741,52.0,43.0,0.0,,3.0,0.0,,2.0,,,0.0,0.0,dev,0.0009613,0
20317,35.0,26.0,0.0,,3.0,0.0,0.636363636,1.0,19.0,0.0,0.0,0.0,com,0.5229071,0
37102,31.0,24.0,0.0,0.064716392,3.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,,,1
2075,,20.0,0.0,0.051084554,3.0,0.0,,1.0,14.0,,1.0,0.0,com,0.5229071,1
11872,84.0,19.0,0.0,0.035752189,,0.0,0.6875,1.0,45.0,,2.0,0.0,co,0.0059772,0
6306,,18.0,0.0,0.065571923,3.0,,1.0,1.0,12.0,0.0,0.0,0.0,com,0.5229071,1
9846,,21.0,0.0,0.068021971,3.0,0.0,0.846153846,,,,0.0,0.0,com,0.5229071,0
21900,26.0,19.0,0.0,0.063950358,3.0,,1.0,1.0,13.0,0.0,2.0,0.0,,0.5229071,1
24426,,23.0,0.0,0.057457652,3.0,0.0,1.0,1.0,17.0,0.0,1.0,0.0,com,0.5229071,1
822,,,0.0,0.06530951,3.0,,,,14.0,,9.0,,com,0.5229071,1
18693,25.0,18.0,0.0,0.058927477,3.0,0.0,1.0,1.0,12.0,0.0,9.0,0.0,,,1
25690,22.0,5.0,0.0,0.0561518,2.0,,,,12.0,0.0,0.0,0.0,mt,7.26e-05,0
51216,38.0,31.0,0.0,0.055836236,3.0,0.0,1.0,1.0,25.0,0.0,2.0,0.0,com,0.5229071,1
2660,21.0,14.0,0.0,0.054589089,,0.0,1.0,,8.0,,4.0,0.0,es,,1
16185,,24.0,,0.059750479,,0.0,1.0,1.0,18.0,0.0,,0.0,org,0.0799628,1
4624,31.0,20.0,,0.04844393,3.0,0.0,0.5625,1.0,19.0,,0.0,0.0,com,0.5229071,0
30386,,15.0,0.0,0.055310723,,0.0,0.625,1.0,,,0.0,,de,0.0326503,1
49006,19.0,,0.0,0.058779276,3.0,0.0,1.0,1.0,6.0,0.0,,0.0,org,0.0799628,1
5472,35.0,26.0,0.0,,,,0.347826087,1.0,,0.0,0.0,0.0,io,0.0129268,0
3233,33.0,26.0,0.0,0.053826069,3.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,com,0.5229071,0
29592,49.0,40.0,0.0,0.052259181,3.0,0.0,0.388888889,1.0,32.0,0.0,0.0,0.0,com,0.5229071,0
61,20.0,13.0,0.0,0.06448957,,0.0,1.0,,7.0,0.0,0.0,,org,0.0799628,1
29569,18.0,11.0,0.0,0.069795905,3.0,0.0,1.0,1.0,5.0,,0.0,0.0,com,0.5229071,1
7915,32.0,,,,3.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,,,1
10928,33.0,,0.0,0.06276379,3.0,0.0,1.0,1.0,20.0,,,0.0,com,0.5229071,1
34422,,19.0,0.0,0.067427894,3.0,0.0,1.0,1.0,13.0,0.0,0.0,,,0.5229071,0
24447,27.0,20.0,,0.055512076,,0.0,0.916666667,1.0,12.0,0.0,1.0,0.0,org,0.0799628,1
9065,42.0,15.0,0.0,,2.0,0.0,1.0,0.0,29.0,,0.0,0.0,tk,0.000386,0
32853,33.0,27.0,0.0,0.058722283,,0.0,0.526315789,2.0,20.0,0.0,0.0,0.0,com,0.5229071,0
1141,,13.0,0.0,,2.0,0.0,1.0,,7.0,0.0,,0.0,co,0.0059772,1
49738,34.0,25.0,,0.055420173,2.0,0.0,0.681818182,1.0,20.0,0.0,0.0,,io,0.0129268,0
3568,22.0,15.0,0.0,0.037855512,3.0,0.0,0.714285714,,9.0,0.0,0.0,0.0,xyz,0.0017496,0
23580,,31.0,,,3.0,0.0,,1.0,25.0,0.0,,0.0,com,0.5229071,1
4147,40.0,,0.0,0.034891186,3.0,0.0,,1.0,16.0,0.0,0.0,0.0,com,0.5229071,0
30740,23.0,16.0,0.0,,3.0,,1.0,1.0,11.0,0.0,0.0,0.0,tel,1.14e-05,0
7463,19.0,12.0,,0.058844581,3.0,0.0,1.0,1.0,5.0,,,0.0,com,,1
39646,,19.0,0.0,0.066739597,3.0,0.0,1.0,,,0.0,0.0,,,0.5229071,1
26507,39.0,,,0.058691421,3.0,0.0,0.80952381,,,0.0,0.0,,com,,0
18821,26.0,19.0,0.0,0.058121351,2.0,,0.833333333,2.0,12.0,0.0,1.0,0.0,za,0.0018398,1
18991,,16.0,0.0,0.048434833,2.0,,1.0,,10.0,0.0,0.0,0.0,,0.0019933,1
10027,26.0,,0.0,0.058361244,2.0,0.0,,2.0,12.0,0.0,0.0,0.0,uk,0.028555,1
32162,22.0,16.0,0.0,0.038573311,2.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,gq,5.3e-05,0
42052,22.0,15.0,0.0,0.070222546,,0.0,1.0,1.0,10.0,0.0,0.0,0.0,com,0.5229071,0
30877,26.0,19.0,0.0,0.055598118,,0.0,1.0,1.0,,0.0,6.0,0.0,com,0.5229071,1
12830,,12.0,0.0,0.049637693,3.0,0.0,1.0,1.0,,,0.0,0.0,net,0.0384199,0
28454,18.0,11.0,0.0,0.06039061,3.0,,1.0,1.0,5.0,,0.0,,gov,0.0033282,1
26280,,17.0,0.0,0.060527983,,,1.0,,11.0,0.0,,0.0,com,0.5229071,1
14564,31.0,25.0,0.0,,3.0,,1.0,1.0,,,,0.0,com,0.5229071,0
12864,40.0,,,,3.0,0.0,1.0,0.0,30.0,0.0,0.0,,com,0.5229071,0
39785,,24.0,0.0,0.060227068,3.0,0.0,1.0,1.0,18.0,0.0,1.0,0.0,org,0.0799628,1
22718,127.0,14.0,0.0,0.032466204,3.0,0.0,1.0,,59.0,0.0,0.0,0.0,,0.5229071,0
4567,,20.0,0.0,0.063415063,3.0,,1.0,1.0,,0.0,,0.0,com,,1
30100,30.0,23.0,,0.059932772,2.0,0.0,1.0,,,0.0,0.0,0.0,fr,0.0141483,0
36523,32.0,,,0.050195856,3.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,com,0.5229071,1
45790,29.0,22.0,0.0,0.05591352,2.0,,,1.0,20.0,,,0.0,,0.0011882,0
6986,,11.0,0.0,0.010667782,3.0,0.0,1.0,,,0.0,0.0,0.0,,0.0001067,0
26937,31.0,24.0,0.0,0.068782996,3.0,0.0,,,18.0,,19.0,0.0,com,0.5229071,1
30166,26.0,,0.0,0.053107449,,0.0,1.0,1.0,,,0.0,0.0,com,0.5229071,0
41850,29.0,22.0,0.0,0.058801827,2.0,0.0,0.866666667,2.0,,0.0,0.0,0.0,za,0.0018398,1
21854,32.0,24.0,,0.06437068,3.0,0.0,1.0,1.0,19.0,0.0,0.0,0.0,com,,0
51198,24.0,17.0,0.0,,3.0,0.0,1.0,1.0,9.0,0.0,,0.0,com,0.5229071,1
51906,32.0,,0.0,0.061717364,3.0,0.0,,,,0.0,7.0,0.0,com,0.5229071,1
21916,18.0,11.0,0.0,0.061253533,3.0,0.0,1.0,1.0,5.0,0.0,,0.0,org,,1
50327,24.0,,0.0,0.055530984,,0.0,1.0,1.0,11.0,,,0.0,no,0.0023289,1
10506,27.0,18.0,0.0,0.035438098,3.0,0.0,0.714285714,,12.0,0.0,0.0,,,,0
4337,22.0,16.0,0.0,0.048837315,,0.0,0.555555556,1.0,9.0,0.0,0.0,0.0,eu,0.0056158,0
36506,22.0,15.0,0.0,0.067099341,,,1.0,1.0,9.0,0.0,0.0,,com,0.5229071,1
48297,37.0,,0.0,0.054399452,,,0.363636364,,22.0,0.0,,,pet,,0
47024,24.0,17.0,0.0,0.054812032,,,1.0,1.0,11.0,,,0.0,ca,0.0101825,1
20672,30.0,23.0,0.0,0.05688189,3.0,0.0,1.0,1.0,17.0,0.0,,0.0,,0.5229071,1
3171,25.0,18.0,0.0,,3.0,0.0,1.0,,12.0,,13.0,0.0,,0.0384199,1
57,33.0,26.0,,,3.0,0.0,1.0,1.0,20.0,0.0,3.0,0.0,com,0.5229071,1
7937,,19.0,0.0,0.069796448,,,1.0,1.0,13.0,0.0,3.0,0.0,org,,1
44857,26.0,,0.0,0.058491441,2.0,0.0,,1.0,,0.0,1.0,0.0,ie,0.0015878,1
18389,26.0,19.0,,0.070171638,,0.0,1.0,1.0,13.0,,0.0,0.0,com,0.5229071,1
25189,27.0,20.0,,,2.0,0.0,1.0,1.0,,,2.0,0.0,,,1
32209,,24.0,0.0,,3.0,0.0,1.0,1.0,,0.0,,,org,0.0799628,1
2729,,15.0,0.0,,3.0,,,1.0,9.0,0.0,1.0,0.0,,0.5229071,1
10129,,,,,3.0,0.0,,1.0,10.0,0.0,4.0,0.0,com,0.5229071,1
10718,25.0,,0.0,0.058955557,3.0,0.0,,1.0,,0.0,1.0,0.0,com,0.5229071,1
20742,25.0,18.0,,0.066463286,,,1.0,0.0,17.0,0.0,0.0,0.0,,,0
50948,,27.0,0.0,,,0.0,0.9,2.0,20.0,0.0,0.0,0.0,,,1
8288,24.0,17.0,,0.055667939,3.0,0.0,1.0,1.0,11.0,0.0,,0.0,com,0.5229071,1
15235,,26.0,0.0,,4.0,0.0,1.0,1.0,,0.0,0.0,0.0,club,0.0006227,0
39347,31.0,,,0.058432191,3.0,,1.0,1.0,18.0,0.0,4.0,0.0,com,,1
9980,19.0,12.0,0.0,0.04614948,2.0,0.0,1.0,1.0,,0.0,,0.0,be,0.0033189,1
51293,22.0,,0.0,,3.0,0.0,1.0,1.0,9.0,0.0,5.0,0.0,net,0.0384199,1
50997,,36.0,0.0,0.063183661,,0.0,,,47.0,0.0,0.0,0.0,,0.0023239,0
4273,49.0,23.0,,0.057501714,3.0,0.0,,1.0,36.0,0.0,,,,0.5229071,0
21190,18.0,11.0,,0.074563785,2.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,ca,,1
38265,28.0,21.0,0.0,0.06252292,,0.0,1.0,1.0,15.0,0.0,5.0,0.0,,0.5229071,1
8797,21.0,14.0,,0.06303998,3.0,0.0,1.0,1.0,8.0,0.0,,0.0,org,0.0799628,1
21937,73.0,18.0,,0.048756009,2.0,0.0,0.733333333,,55.0,0.0,,0.0,,0.0005731,0
31091,,13.0,0.0,0.063138043,,0.0,0.666666667,2.0,6.0,0.0,,0.0,lk,0.0001507,1
3382,26.0,19.0,0.0,0.064621721,2.0,0.0,0.75,2.0,,0.0,0.0,,me,,0
7171,36.0,27.0,0.0,,,,0.434782609,1.0,,0.0,0.0,0.0,com,0.5229071,0
52064,24.0,17.0,0.0,,2.0,,,,11.0,0.0,0.0,0.0,ca,0.0101825,1
12480,24.0,,0.0,,3.0,0.0,1.0,1.0,,,19.0,,com,0.5229071,1
42394,42.0,24.0,0.0,0.063211792,2.0,0.0,0.857142857,1.0,30.0,,0.0,0.0,br,0.0094423,0
32356,25.0,18.0,0.0,0.057621583,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,net,0.0384199,1
5000,25.0,18.0,,,,0.0,0.454545455,3.0,,0.0,,,uk,0.028555,1
8436,34.0,,0.0,0.056473628,3.0,0.0,1.0,1.0,,,0.0,0.0,com,0.5229071,1
29294,26.0,20.0,0.0,0.03608186,3.0,0.0,,2.0,13.0,0.0,0.0,0.0,fun,0.0001194,0
36986,58.0,43.0,0.0,0.025338306,3.0,0.0,,1.0,25.0,,0.0,0.0,dev,0.0009613,0
7997,18.0,11.0,0.0,0.035399999,2.0,0.0,,1.0,5.0,0.0,0.0,0.0,dk,0.0022943,1
7702,,16.0,,0.059591124,3.0,,1.0,,10.0,0.0,,,com,0.5229071,1
42108,22.0,15.0,0.0,,,0.0,,1.0,9.0,,2.0,,de,0.0326503,1
6445,34.0,27.0,0.0,0.059132881,3.0,0.0,,1.0,21.0,0.0,0.0,0.0,com,0.5229071,1
11624,27.0,19.0,0.0,0.061766853,2.0,,0.5625,1.0,17.0,0.0,0.0,0.0,io,0.0129268,0
52303,28.0,21.0,0.0,,3.0,0.0,,1.0,14.0,0.0,4.0,0.0,,0.5229071,1
